what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282224368826
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282224378087
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1282224378110
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282224380186
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282224397693
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282224399254
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1282224405609
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282224406266
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282224424998
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282224426530
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282224515798
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282224522489
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282224526666
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282224527977
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1282224583811
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.refresh,1282224587900
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PropertiesFileEditor,1282224592346
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PropertiesFileEditor,1282224592444
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282224594526
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PropertiesFileEditor,1282224594527
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1282224595121
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PropertiesFileEditor,1282224595369
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PropertiesFileEditor,1282224595468
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282224597099
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PropertiesFileEditor,1282224597100
