what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282226228769
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282226230608
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1282226236657
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282226238010
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282226250845
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282226251997
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282226255446
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282226313280
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282226351444
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282226352668
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282226358584
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282226382236
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282226386786
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282226388371
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282226388686
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282226421922
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1282226423258
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282226424384
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1282226438747
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1282226457806
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282226464063
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282226629982
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282226650717
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282226722609
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282226755918
