what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282225862332
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1282225866738
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282225877673
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282225888757
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1282225889851
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282225896355
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282225899960
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1282225907722
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282225918415
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282225928745
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282225938616
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282225939253
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282225943444
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282225943542
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282225953108
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282225961379
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1282225971104
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1282225995270
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282225999285
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282226000965
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282226004439
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282226006159
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1282226011469
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282226013947
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282226020791
